rowNumber,Date,Company,Level,Title,TCOMP,Location,YearsOfExperience,YearsOfService,Tag,BaseSalary,StockGrant,Bonus,Gender,CityId
63938,2021-04-02,ZENDESK,L4,Software Engineer,131.0,"Dublin, DN, Ireland",10,4,Mobile (iOS + Android),103.0,23.0,5.0,Male,4015
64118,2021-04-04,HUBSPOT,L1,Software Engineer,136.0,"Dublin, DN, Ireland",9,1,Web Development (Front-End),89.0,47.0,0.0,NotDisclosed,4015
64367,2021-04-06,ZENDESK,L3,Software Engineer,70.0,"Dublin, DN, Ireland",3,2,Data,48.0,19.0,3.0,NotDisclosed,4015
64595,2021-04-07,WORKHUMAN,Senior,Software Engineer,107.0,"Dublin, DN, Ireland",3,0,Web Development (Front-End),102.0,0.0,5.0,NotDisclosed,4015
65127,2021-04-11,CISCO,Grade 8,Software Engineer,108.0,"Galway, GY, Ireland",8,1,Distributed Systems (Back-End),102.0,0.0,6.0,Male,4018
65254,2021-04-12,FACEBOOK,IC5,Software Engineer,296.0,"Dublin, DN, Ireland",3,5,Full Stack,214.0,62.0,20.0,NotDisclosed,4015
65459,2021-04-13,FACEBOOK,IC4,Software Engineer,166.0,"Dublin, DN, Ireland",10,2,Distributed Systems (Back-End),120.0,34.0,12.0,Male,4015
65535,2021-04-13,ACCENTURE,Level 8,Business Analyst,106.0,"Dublin, DN, Ireland",7,2,Consultant ,103.0,0.0,3.0,Female,4015
65604,2021-04-14,ERICSSON,JS7,Software Engineering Manager,70.0,"Athlone, WH, Ireland",8,6,Full Stack,64.0,0.0,6.0,Male,15461
66659,2021-04-21,LINKEDIN,IC2,Business Analyst,136.0,"Dublin, DN, Ireland",2,3,Sales,113.0,16.0,7.0,Male,4015
66692,2021-04-21,AMAZON,L4,Software Engineer,111.0,"Dublin, DN, Ireland",2,0,Distributed Systems (Back-End),95.0,9.0,7.0,NotDisclosed,4015
66763,2021-04-21,AMAZON,L4,Software Engineer,147.0,"Dublin, DN, Ireland",4,1,API Development (Back-End),118.0,29.0,0.0,Male,4015
67462,2021-04-26,AMAZON,L5,Software Engineer,157.0,"Dublin, DN, Ireland",3,2,API Development (Back-End),144.0,13.0,0.0,Male,4015
67641,2021-04-27,ZENDESK,IC7,Product Manager,182.0,"Ireland, IN",13,1,Growth,137.0,32.0,13.0,Female,28920
68068,2021-05-01,AMAZON,L4,Software Engineer,110.0,"Dublin, DN, Ireland",6,1,API Development (Back-End),79.0,19.0,12.0,Male,4015
68205,2021-05-02,WORKHUMAN,L3,Software Engineer,117.0,"Dublin, DN, Ireland",3,1,Web Development (Front-End),102.0,0.0,15.0,Male,4015
68237,2021-05-03,RIOT GAMES,P3,Software Engineer,144.0,"Dublin, DN, Ireland",9,3,Distributed Systems (Back-End),107.0,14.0,23.0,Male,4015
68591,2021-05-05,WORKHUMAN,L3,Software Engineer,83.0,"Dublin, DN, Ireland",2,1,Web Development (Front-End),79.0,0.0,4.0,Male,4015
68616,2021-05-05,FACEBOOK,IC4,Business Analyst,159.0,"Dublin, DN, Ireland",9,0,Platform integrity ,124.0,24.0,11.0,Male,4015
68675,2021-05-06,GOOGLE,L3,Business Analyst,143.0,"Dublin, DN, Ireland",2,2,Sales,94.0,19.0,30.0,NotDisclosed,4015
68826,2021-05-07,AMAZON,L6,Product Manager,95.0,"Dublin, DN, Ireland",8,3,Product,56.0,17.0,22.0,Male,4015
68853,2021-05-07,AMAZON,L5,Software Engineer,170.0,"Dublin, DN, Ireland",6,4,Site Reliability (SRE),141.0,24.0,5.0,Male,4015
69091,2021-05-09,RAPID7,L6,Software Engineer,83.0,"Dublin, DN, Ireland",8,3,Web Development (Front-End),66.0,5.0,12.0,Female,4015
69145,2021-05-10,WORKDAY,P3,Software Engineer,94.0,"Dublin, DN, Ireland",4,0,API Development (Back-End),65.0,29.0,0.0,Male,4015
69323,2021-05-11,JPMORGAN CHASE,Associate,Software Engineer,64.0,"Dublin, DN, Ireland",11,4,Distributed Systems (Back-End),57.0,0.0,7.0,NotDisclosed,4015
69393,2021-05-11,IBM,Band 7,Software Engineer,63.0,"Dublin, DN, Ireland",3,6,Web Development (Front-End),62.0,0.0,1.0,Male,4015
69823,2021-05-14,MICROSOFT,62,Software Engineer,62.0,"Dublin, DN, Ireland",4,5,Full Stack,45.0,5.0,12.0,Male,4015
69891,2021-05-14,GOOGLE,L5,Software Engineer,174.0,"Dublin, DN, Ireland",14,13,Site Reliability (SRE),102.0,52.0,20.0,NotDisclosed,4015
70120,2021-05-17,WORKDAY,P3,Software Engineer,94.0,"Dublin, DN, Ireland",5,0,Distributed Systems (Back-End),71.0,23.0,0.0,Male,4015
70324,2021-05-19,DEUTSCHE BANK,avp,Data Scientist,154.0,"Dublin, DN, Ireland",18,3,"python, spark, hadoop",151.0,0.0,3.0,Male,4015
70328,2021-05-19,FACEBOOK,M1,Software Engineering Manager,262.0,"Dublin, DN, Ireland",11,4,Networking,142.0,85.0,35.0,Male,4015
70413,2021-05-20,MICROSOFT,64,Software Engineer,253.0,"Dublin, DN, Ireland",15,3,API Development (Back-End),203.0,16.0,34.0,Male,4015
71306,2021-05-27,GOOGLE,L3,Product Designer,97.0,"Dublin, DN, Ireland",2,1,User Research,64.0,20.0,13.0,Female,4015
71499,2021-05-28,LINKEDIN,Senior Software Engineer,Software Engineer,177.0,"Dublin, DN, Ireland",4,1,ML / AI,96.0,75.0,6.0,NotDisclosed,4015
72074,2021-06-02,WORKDAY,P4,Software Engineer,151.0,"Dublin, DN, Ireland",11,5,DevOps,55.0,87.0,9.0,Male,4015
72763,2021-06-07,ZALANDO,C7,Software Engineer,137.0,"Dublin, DN, Ireland",9,3,Distributed Systems (Back-End),137.0,0.0,0.0,NotDisclosed,4015
73075,2021-06-09,WORKDAY,M3,Software Engineering Manager,256.0,"Dublin, DN, Ireland",12,2,API Development (Back-End),181.0,63.0,12.0,Male,4015
73117,2021-06-09,CISCO,G8,Software Engineer,136.0,"Galway, GY, Ireland",8,0,Full Stack,120.0,0.0,16.0,Male,4018
73251,2021-06-10,AMAZON,L5,Software Engineer,165.0,"Dublin, DN, Ireland",18,1,DevOps,131.0,24.0,10.0,Male,4015
73309,2021-06-10,REDDIT,IC4,Software Engineer,207.0,"Dublin, DN, Ireland",8,3,Full Stack,207.0,0.0,0.0,Male,4015
73595,2021-06-12,AMAZON,L1,Software Engineer,106.0,"Dublin, DN, Ireland",1,0,Networking,88.0,8.0,10.0,Male,4015
73898,2021-06-15,AMDOCS,Senior Software Engineer,Software Engineer,92.0,"Dublin, DN, Ireland",12,0,DevOps,92.0,0.0,0.0,NotDisclosed,4015
75663,2021-06-27,MICROSOFT,62,Software Engineer,178.0,"Dublin, DN, Ireland",11,0,Distributed Systems (Back-End),150.0,14.0,14.0,NotDisclosed,4015
75711,2021-06-28,ERICSSON,L6,Software Engineer,72.0,"Athlone, WH, Ireland",9,0,Distributed Systems (Back-End),72.0,0.0,0.0,Male,15461
76033,2021-06-30,FIDELITY INVESTMENTS,L3,Software Engineer,75.0,"Dublin, DN, Ireland",6,1,Web Development (Front-End),49.0,0.0,26.0,Male,4015
76306,2021-07-01,WORKHUMAN,Senior,Software Engineer,118.0,"Dublin, DN, Ireland",9,1,Web Development (Front-End),111.0,0.0,7.0,NotDisclosed,4015
76518,2021-07-02,AMAZON,L4,Software Engineer,87.0,"Dublin, DN, Ireland",4,0,API Development (Back-End),62.0,16.0,9.0,Male,4015
76935,2021-07-06,BNY MELLON,I,Software Engineer,102.0,"Dublin, DN, Ireland",2,4,Full Stack,100.0,0.0,2.0,Male,4015
77629,2021-07-11,VMWARE,Senior MTS,Software Engineer,148.0,"Galway, GY, Ireland",2,0,Distributed Systems (Back-End),125.0,13.0,10.0,Male,4018
77632,2021-07-11,AMAZON,L5,Software Engineer,124.0,"Dublin, DN, Ireland",12,0,API Development (Back-End),91.0,21.0,12.0,NotDisclosed,4015
77638,2021-07-11,ZENDESK,Senior Software Engineer,Software Engineer,76.0,"Dublin, DN, Ireland",3,4,Distributed Systems (Back-End),56.0,17.0,3.0,Male,4015
77641,2021-07-11,MICROSOFT,61,Software Engineer,74.0,"Dublin, DN, Ireland",6,2,Full Stack,54.0,8.0,12.0,Male,4015
77657,2021-07-11,SAP,Associate Developer,Software Engineer,68.0,"Galway, GY, Ireland",4,1,SAP development,63.0,0.0,5.0,Male,4018
77812,2021-07-12,AMAZON,L5,Software Engineer,248.0,"Dublin, DN, Ireland",4,2,Distributed Systems (Back-End),171.0,77.0,0.0,Male,4015
78355,2021-07-15,CISCO,Grade 11,Solution Architect,124.0,"Dublin, DN, Ireland",12,2,Networking,76.0,16.0,32.0,Male,4015
78481,2021-07-16,SQUARESPACE,M5,Software Engineering Manager,210.0,"Dublin, DN, Ireland",3,0,DevOps,182.0,28.0,0.0,Male,4015
78748,2021-07-18,AMAZON,L5,Software Engineer,194.0,"Dublin, DN, Ireland",4,2,Distributed Systems (Back-End),136.0,58.0,0.0,Male,4015
79152,2021-07-21,HUBSPOT,5,Marketing,129.0,"Dublin, DN, Ireland",9,0,Product Marketing,129.0,0.0,0.0,Male,4015
79795,2021-07-25,AMAZON,L4,Software Engineer,133.0,"Dublin, DN, Ireland",0,0,Networking,114.0,7.0,12.0,NotDisclosed,4015
79917,2021-07-26,MICROSOFT,59,Sales,102.0,"Dublin, DN, Ireland",4,5,Digital / Inside Sales,72.0,5.0,25.0,Male,4015
80277,2021-07-28,VIASAT,Senior,Software Engineer,78.0,"Dublin, DN, Ireland",4,1,Support,78.0,0.0,0.0,Male,4015
80622,2021-07-30,AMAZON,L6,Software Engineer,200.0,"Dublin, DN, Ireland",13,6,Full Stack,91.0,109.0,0.0,Male,4015
80875,2021-08-01,SUSQUEHANNA INTERNATIONAL GROUP,L3,Software Engineer,122.0,"Dublin, DN, Ireland",12,5,Data,100.0,0.0,22.0,Male,4015
81088,2021-08-03,FIREEYE,L3,Software Engineer,130.0,"Dublin, DN, Ireland",13,8,Distributed Systems (Back-End),70.0,54.0,6.0,Male,4015
81377,2021-08-04,AMAZON,L4,Software Engineer,128.0,"Dublin, DN, Ireland",0,0,Distributed Systems (Back-End),109.0,10.0,9.0,Female,4015
81713,2021-08-05,ZENDESK,P10,Software Engineer,105.0,"Dublin, DN, Ireland",1,1,Data,101.0,2.0,2.0,Female,4015
81714,2021-08-05,RIOT GAMES,P3,Software Engineer,144.0,"Dublin, DN, Ireland",11,2,Distributed Systems (Back-End),109.0,0.0,35.0,Male,4015
81904,2021-08-06,HUBSPOT,Senior Software Engineer II,Software Engineer,128.0,"Dublin, DN, Ireland",8,6,Distributed Systems (Back-End),75.0,53.0,0.0,Male,4015
81913,2021-08-06,HUBSPOT,Senior,Software Engineer,97.0,"Dublin, DN, Ireland",7,1,Web Development (Front-End),81.0,14.0,2.0,Male,4015
81915,2021-08-06,HUBSPOT,SSE2,Software Engineer,90.0,"Dublin, DN, Ireland",11,3,Distributed Systems (Back-End),68.0,22.0,0.0,Male,4015
81917,2021-08-06,AMAZON,L5,Software Engineer,108.0,"Dublin, DN, Ireland",3,1,Distributed Systems (Back-End),91.0,15.0,2.0,Male,4015
81957,2021-08-06,CISCO,Grade 11,Software Engineer,182.0,"Galway, GY, Ireland",3,9,Full Stack,131.0,40.0,11.0,NotDisclosed,4018
82302,2021-08-09,IBM,Band 8,Software Engineer,99.0,"Dublin, DN, Ireland",8,4,Full Stack,97.0,0.0,2.0,NotDisclosed,4015
82316,2021-08-09,MICROSOFT,64,Software Engineer,206.0,"Dublin, DN, Ireland",15,3,Software developer,191.0,15.0,0.0,Male,4015
82931,2021-08-12,HUAWEI,19,Software Engineer,283.0,"Dublin, DN, Ireland",5,1,Distributed Systems (Back-End),237.0,22.0,24.0,Male,4015
83505,2021-08-15,GOOGLE,L4,Software Engineer,186.0,"Dublin, DN, Ireland",9,1,Site Reliability (SRE),150.0,24.0,12.0,Male,4015
83509,2021-08-15,GITLAB,Senior Manager,Marketing,134.0,"Dublin, DN, Ireland",6,1,Customer ,127.0,6.0,1.0,Female,4015
83562,2021-08-15,AMAZON,L5,Software Engineer,159.0,"Dublin, DN, Ireland",12,0,Distributed Systems (Back-End),123.0,27.0,9.0,NotDisclosed,4015
83667,2021-08-16,REDDIT,L4,Software Engineer,184.0,"Dublin, DN, Ireland",13,0,Distributed Systems (Back-End),146.0,38.0,0.0,NotDisclosed,4015
83843,2021-08-17,AMAZON,L5,Software Engineer,99.0,"Dublin, DN, Ireland",9,1,Site Reliability (SRE),61.0,17.0,21.0,Male,4015
